KeyFamilyId,KeyFamilyName
BERD_INDUSTRY,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Business enterprise R-D expenditure by industry')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Dépense intra-muros totale de R-D des entreprises par industrie')])]"
BERD_FUNDS,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Business enterprise R-D expenditure by industry and by source of funds')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Dépense intra-muros totale de R-D des entreprises par industrie et par source de financement')])]"
BERD_COST,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Business enterprise R-D expenditure by industry and by type of cost')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Dépense intra-muros totale de R-D des entreprises par industrie et par type de coût')])]"
BERD_SIZE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Business enterprise R-D expenditure by size class and by source of funds')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Dépense intra-muros totale de R-D des entreprises par taille et source de financement')])]"
PERS_OCCUP,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'R-D personnel by sector of employment and occupation')]), OrderedDict([('@xml:lang', 'fr'), ('#text', ""Personnel de R-D par secteur d'emploi et profession"")])]"
PERS_QUAL,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'R-D personnel by sector of employment and qualification')]), OrderedDict([('@xml:lang', 'fr'), ('#text', ""Personnel de R-D par secteur d'emploi et niveau de qualification"")])]"
PERS_SCIENCE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'R-D personnel by sector of employment and field of science')]), OrderedDict([('@xml:lang', 'fr'), ('#text', ""Personnel de R-D par secteur d'emploi et domaine scientifique"")])]"
PERS_INDUSTRY,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Business enterprise R-D personnel by industry')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Personnel de R-D dans le secteur des entreprises par industrie')])]"
MATERIAL_RESOURCES,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Material resources')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Ressources matérielles')])]"
EO81_MAIN,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 81 - June 2007 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 81 - Juin 2007 - Projections annuelles pour les pays OCDE')])]"
EO81_TRADE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 81 - June 2007 - Annual Trade and Payments Projections')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 81 - Juin 2007 - Perspectives annuelles des commerces et paiements')])]"
REF_TOTALOFFICIAL,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Total official flows by country and region (ODA+OOF)')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Total apports secteur public par pays et région (APD+AASP)')])]"
AEO11_OVERVIEW_CHAPTER5_TAB3_EN,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Table 5.3: Corruption perception index')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Tableau 5.3 : Indice de perception de la corruption')])]"
REVARG,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Details of Tax Revenue - Argentina')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Recettes fiscales détaillées - Argentine')])]"
EO82_TRADE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 82 - December 2007 - Annual Trade and Payments Projections')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 82 - Decembre 2007 - Perspectives annuelles des commerces et paiements')])]"
EO82_MAIN,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 82 - December 2007 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 82 - Decembre 2007 - Projections annuelles pour les pays OCDE')])]"
TABLE_I1,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Table I.1. Central government personal income tax rates and thresholds')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Table I.1. Central government personal income tax rates and thresholds')])]"
ONRD_FUNDS,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Other national R-D expenditure by field of science and by source of funds')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Autres sources nationales de R-D par domaine scientifique et par source de financement')])]"
ONRD_COST,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Other national R&D expenditure by field of science and by type of cost')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Autres sources nationales de R-D par domaine scientifique et par type de coût')])]"
AEO11_OVERVIEW_CHAPTER4_TAB2_EN,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Table 4.2: Indices of human development')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Tableau 4.2 : Indices de développement humain')])]"
EO99_INTERNET,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 99 - June 2016')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 99 - Juin 2016')])]"
DIOC_SEX_AGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Immigrants by sex and age')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Immigrés par sexe et âge')])]"
EO60_MAIN,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 60 - December 1996 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 60 - Decembre 1996 - Projections annuelles pour les pays OCDE')])]"
DIOC_OCCUPATION_DET,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Immigrants by detailed occupation')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Immigrés par profession détaillée')])]"
EO01_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 01 - June 1967 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 01 - Juin 1967 - Projections annuelles pour les pays OCDE')])]"
EO02_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 02 - December 1967 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 02 - Decembre 1967 - Projections annuelles pour les pays OCDE')])]"
EO03_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 03 - June 1968 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 03 - Juin 1968 - Projections annuelles pour les pays OCDE')])]"
EO04_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 04 - December 1968 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 04 - Decembre 1968 - Projections annuelles pour les pays OCDE')])]"
EO05_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 05 - June 1969 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 05 - Juin 1969 - Projections annuelles pour les pays OCDE')])]"
EO06_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 06 - December 1969 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 06 - Decembre 1969 - Projections annuelles pour les pays OCDE')])]"
EO07_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 07 - June 1970 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 07 - Juin 1970 - Projections annuelles pour les pays OCDE')])]"
EO08_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 08 - December 1970 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 08 - Decembre 1970 - Projections annuelles pour les pays OCDE')])]"
EO09_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 09 - June 1971 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 09 - Juin 1971 - Projections annuelles pour les pays OCDE')])]"
EO10_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 10 - December 1971 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 10 - Decembre 1971 - Projections annuelles pour les pays OCDE')])]"
EO11_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 11 - June 1972 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 11 - Juin 1972 - Projections annuelles pour les pays OCDE')])]"
EO12_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 12 - December 1972 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 12 - Decembre 1972 - Projections annuelles pour les pays OCDE')])]"
EO13_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 13 - June 1973 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 13 - Juin 1973 - Projections annuelles pour les pays OCDE')])]"
EO14_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 14 - December 1973 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 14 - Decembre 1973 - Projections annuelles pour les pays OCDE')])]"
EO15_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 15 - June 1974 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 15 - Juin 1974 - Projections annuelles pour les pays OCDE')])]"
EO16_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 16 - December 1974 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 16 - Decembre 1974 - Projections annuelles pour les pays OCDE')])]"
EO17_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 17 - June 1975 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 17 - Juin 1975 - Projections annuelles pour les pays OCDE')])]"
EO18_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 18 - December 1975 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 18 - Decembre 1975 - Projections annuelles pour les pays OCDE')])]"
EO19_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 19 - June 1976 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 19 - Juin 1976 - Projections annuelles pour les pays OCDE')])]"
EO20_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 20 - December 1976 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 20 - Decembre 1976 - Projections annuelles pour les pays OCDE')])]"
EO21_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 21 - June 1977 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 21 - Juin 1977 - Projections annuelles pour les pays OCDE')])]"
EO22_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 22 - December 1977 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 22 - Decembre 1977 - Projections annuelles pour les pays OCDE')])]"
EO23_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 23 - June 1978 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 23 - Juin 1978 - Projections annuelles pour les pays OCDE')])]"
EO24_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 24 - December 1978 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 24 - Decembre 1978 - Projections annuelles pour les pays OCDE')])]"
EO25_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 25 - June 1979 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 25 - Juin 1979 - Projections annuelles pour les pays OCDE')])]"
EO26_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 26 - December 1979 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 26 - Decembre 1979 - Projections annuelles pour les pays OCDE')])]"
EO27_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 27 - June 1980 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 27 - Juin 1980 - Projections annuelles pour les pays OCDE')])]"
EO28_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 28 - December 1980 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 28 - Decembre 1980 - Projections annuelles pour les pays OCDE')])]"
EO29_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 29 - June 1981 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 29 - Juin 1981 - Projections annuelles pour les pays OCDE')])]"
EO30_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 30 - December 1981 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 30 - Decembre 1981 - Projections annuelles pour les pays OCDE')])]"
DIOC_LFS,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Immigrants by labour force status')]), OrderedDict([('@xml:lang', 'fr'), ('#text', ""Immigrés par statut d'emploi"")])]"
EO31_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 31 - June 1982 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 31 - Juin 1982 - Projections annuelles pour les pays OCDE')])]"
EO32_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 32 - December 1982 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 32 - Decembre 1982 - Projections annuelles pour les pays OCDE')])]"
EO33_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 33 - June 1983 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 33 - Juin 1983 - Projections annuelles pour les pays OCDE')])]"
EO34_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 34 - December 1983 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 34 - Decembre 1983 - Projections annuelles pour les pays OCDE')])]"
EO35_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 35 - June 1984 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 35 - Juin 1984 - Projections annuelles pour les pays OCDE')])]"
EO36_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 36 - December 1984 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 36 - Decembre 1984 - Projections annuelles pour les pays OCDE')])]"
EO37_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 37 - June 1985 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 37 - Juin 1985 - Projections annuelles pour les pays OCDE')])]"
EO38_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 38 - December 1985 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 38 - Decembre 1985 - Projections annuelles pour les pays OCDE')])]"
EO39_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 39 - June 1986 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 39 - Juin 1986 - Projections annuelles pour les pays OCDE')])]"
EO40_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 40 - December 1986 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 40 - Decembre 1986 - Projections annuelles pour les pays OCDE')])]"
EO41_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 41 - June 1987 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 41 - Juin 1987 - Projections annuelles pour les pays OCDE')])]"
EO42_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 42 - December 1987 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 42 - Decembre 1987 - Projections annuelles pour les pays OCDE')])]"
EO43_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 43 - June 1988 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 43 - Juin 1988 - Projections annuelles pour les pays OCDE')])]"
EO44_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 44 - December 1988 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 44 - Decembre 1988 - Projections annuelles pour les pays OCDE')])]"
EO45_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 45 - June 1989 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 45 - Juin 1989 - Projections annuelles pour les pays OCDE')])]"
EO46_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 46 - December 1989 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 46 - Decembre 1989 - Projections annuelles pour les pays OCDE')])]"
EO47_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 47 - June 1990 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 47 - Juin 1990 - Projections annuelles pour les pays OCDE')])]"
EO48_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 48 - December 1990 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 48 - Decembre 1990 - Projections annuelles pour les pays OCDE')])]"
EO49_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 49 - June 1991 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 49 - Juin 1991 - Projections annuelles pour les pays OCDE')])]"
EO50_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 50 - December 1991 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 50 - Decembre 1991 - Projections annuelles pour les pays OCDE')])]"
EO51_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 51 - June 1992 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 51 - Juin 1992 - Projections annuelles pour les pays OCDE')])]"
EO52_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 52 - December 1992 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 52 - Decembre 1992 - Projections annuelles pour les pays OCDE')])]"
EO53_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 53 - June 1993 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 53 - Juin 1993 - Projections annuelles pour les pays OCDE')])]"
EO54_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 54 - December 1993 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 54 - Decembre 1993 - Projections annuelles pour les pays OCDE')])]"
EO55_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 55 - June 1994 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 55 - Juin 1994 - Projections annuelles pour les pays OCDE')])]"
EO56_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 56 - December 1994 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 56 - Decembre 1994 - Projections annuelles pour les pays OCDE')])]"
EO57_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 57 - June 1995 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 57 - Juin 1995 - Projections annuelles pour les pays OCDE')])]"
EO58_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 58 - December 1995 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 58 - Decembre 1995 - Projections annuelles pour les pays OCDE')])]"
EO59_VINTAGE,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 59 - June 1996 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 59 - Juin 1996 - Projections annuelles pour les pays OCDE')])]"
EO61_MAIN,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 61 - June 1997 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 61 - Juin 1997 - Projections annuelles pour les pays OCDE')])]"
DIOC_DURATION_STAY,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Immigrants by duration of stay')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Immigrés par durée de séjour')])]"
EO62_MAIN,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 62 - December 1997 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 62 - Decembre 1997 - Projections annuelles pour les pays OCDE')])]"
EO63_MAIN,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 63 - June 1998 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 63 - Juin 1998 - Projections annuelles pour les pays OCDE')])]"
EO64_MAIN,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 64 - December 1998 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 64 - Decembre 1998 - Projections annuelles pour les pays OCDE')])]"
EO65_MAIN,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 65 - June 1999 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 65 - Juin 1999 - Projections annuelles pour les pays OCDE')])]"
EO66_MAIN,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 66 - December 1999 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 66 - Decembre 1999 - Projections annuelles pour les pays OCDE')])]"
EO67_MAIN,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 67 - June 2000 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 67 - Juin 2000 - Projections annuelles pour les pays OCDE')])]"
EO68_MAIN,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 68 - December 2000 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 68 - Decembre 2000 - Projections annuelles pour les pays OCDE')])]"
EO69_MAIN,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 69 - June 2001 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 69 - Juin 2001 - Projections annuelles pour les pays OCDE')])]"
EO70_MAIN,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 70 - December 2001 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 70 - Decembre 2001 - Projections annuelles pour les pays OCDE')])]"
EO71_MAIN,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 71 - June 2002 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 71 - Juin 2002 - Projections annuelles pour les pays OCDE')])]"
EO72_MAIN,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 72 - December 2002 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 72 - Decembre 2002 - Projections annuelles pour les pays OCDE')])]"
EO73_MAIN,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 73 - June 2003 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 73 - Juin 2003 - Projections annuelles pour les pays OCDE')])]"
EO74_MAIN,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 74 - December 2003 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 74 - Decembre 2003 - Projections annuelles pour les pays OCDE')])]"
EO75_MAIN,"[OrderedDict([('@xml:lang', 'en'), ('#text', 'Economic Outlook No 75 - June 2004 - Annual Projections for OECD Countries')]), OrderedDict([('@xml:lang', 'fr'), ('#text', 'Perspectives Economiques No 75 - Juin 2004 - Projections annuelles pour les pays OCDE')])]"
